Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,0001341235,5.7,292721959.0,630507.05,8-K,2025-10-28,8,Corporate event / guidance / financing,2025-10-28 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525252200/aldx-20251028.htm,Pass,8-K,2025-10-28,8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525252200/aldx-20251028.htm,3.923084,3.92,41241269.0,41241269.0,10512460.5,10512460.5,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000095017025104971/aldx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1341235/000095017025104971/aldx-20250630.htm,353.0,3-6q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000095017025104971/aldx-20250630.htm,Pass,True,2025-02-28 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525042772/d892172ds8.htm,Overhang (S-8),S-8,,S-8,2025-02-28,250,https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525042772/d892172ds8.htm,2025-02-28 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525042772/d892172ds8.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525096899/d901958ddef14a.htm,Pass,DEF 14A,2025-04-25,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525096899/d901958ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525096899/d901958ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1341235/000119312525096899/d901958ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ALEC,"Alector, Inc.",Healthcare,0001653087,2.76,128539394.0,5175732.65,8-K,2025-10-21,15,Corporate event / guidance / financing,2025-10-21 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000119312525245102/alec-20251020.htm,Pass,8-K,2025-10-21,15,https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000119312525245102/alec-20251020.htm,0.815286,0.82,44771000.0,44771000.0,54914500.0,54914500.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025105050/alec-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1653087/000095017025105050/alec-20250630.htm,74.0,<1q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025105050/alec-20250630.htm,Pass,True,2025-02-26 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025027781/alec-s-8-2025.htm,Overhang (S-8),S-8,,S-8,2025-02-26,252,https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025027781/alec-s-8-2025.htm,2025-02-26 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025027781/alec-s-8-2025.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025057991/alec-20250422.htm,Pass,DEF 14A,2025-04-24,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025057991/alec-20250422.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025057991/alec-20250422.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1653087/000095017025057991/alec-20250422.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ALLO,"Allogene Therapeutics, Inc.",Healthcare,0001737287,1.14,240727213.0,2713142.5,8-K,2025-10-14,22,Corporate event / guidance / financing,2025-10-14 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000162828025044828/allo-20250926.htm,Pass,8-K,2025-10-14,22,https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000162828025044828/allo-20250926.htm,1.138159,1.14,52332000.0,52332000.0,45979500.0,45979500.0,interim,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000088/allo-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1737287/000173728725000088/allo-20250630.htm,103.0,1-3q,10-Q,2025-08-13,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000088/allo-20250630.htm,Pass,True,2025-03-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000038/allogene-formsx8x20250313.htm,Overhang (S-8),S-8,,S-8,2025-03-13,237,https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000038/allogene-formsx8x20250313.htm,2025-03-13 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000038/allogene-formsx8x20250313.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000049/allo-20250429.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000049/allo-20250429.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000049/allo-20250429.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1737287/000173728725000049/allo-20250429.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ALTG,Alta Equipment Group Inc.,Industrials,0001759824,8.26,192287658.0,137093.2,8-K,2025-10-03,33,Corporate event / guidance / financing,2025-10-03 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000119312525229214/altg-20251003.htm,Pass,8-K,2025-10-03,33,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000119312525229214/altg-20251003.htm,7.764706,7.76,13200000.0,13200000.0,1700000.0,1700000.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025105063/altg-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1759824/000095017025105063/altg-20250630.htm,698.0,6-12q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025105063/altg-20250630.htm,Pass,True,2025-06-17 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025087509/altg_s-8_espp_amendment.htm,Overhang (S-8),S-8,,S-8,2025-06-17,141,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025087509/altg_s-8_espp_amendment.htm,2025-06-17 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025087509/altg_s-8_espp_amendment.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025054270/altg-20250414.htm,Pass,DEF 14A,2025-04-15,204,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025054270/altg-20250414.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025054270/altg-20250414.htm,2025-04-15 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1759824/000095017025054270/altg-20250414.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ALXO,ALX Oncology Holdings Inc.,Healthcare,0001810182,1.11,76042610.0,382200.15,8-K,2025-09-12,54,Corporate event / guidance / financing,2025-09-12 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000181018225000006/alxo-20250911.htm,Pass,8-K,2025-09-12,54,https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000181018225000006/alxo-20250911.htm,0.803096,0.8,19302000.0,19302000.0,24034500.0,24034500.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025107303/alxo-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1810182/000095017025107303/alxo-20250630.htm,72.0,<1q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025107303/alxo-20250630.htm,Pass,True,2025-03-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000119312525048564/d938483ds3.htm,Pass (Offering),S-3; S-8,,S-3,2025-03-06,244,https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000119312525048564/d938483ds3.htm,2025-03-06 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000119312525048564/d938483ds3.htm; 2025-01-17 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000119312525008459/d865005ds8.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025056291/alxo-20250421.htm,Pass,DEF 14A,2025-04-21,198,https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025056291/alxo-20250421.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025056291/alxo-20250421.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1810182/000095017025056291/alxo-20250421.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
AMCX,AMC Networks Inc.,Communication Services,0001514991,7.91,321036080.0,368863.8,8-K,2025-10-30,6,Corporate event / guidance / financing,2025-10-30 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000048/amcx-103025xex101.htm,Pass,8-K,2025-10-30,6,https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000048/amcx-103025xex101.htm,,,866407000.0,866407000.0,0.0,0.0,,2025-08-08 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000034/amcx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1514991/000151499125000034/amcx-20250630.htm,,,,,,,Missing,True,2025-10-08 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000044/amcn-sx8august2025.htm,Overhang (S-8),S-8,,S-8,2025-10-08,28,https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000044/amcn-sx8august2025.htm,2025-10-08 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499125000044/amcn-sx8august2025.htm; 2024-10-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000151499124000041/amcn-sx8october2024.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000119312525095068/d866673ddef14a.htm,Pass,DEF 14A,2025-04-25,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000119312525095068/d866673ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000119312525095068/d866673ddef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1514991/000119312525095068/d866673ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
AMTX,"Aemetis, Inc.",Energy,0000738214,2.26,130592574.0,1270512.05,8-K,2025-10-21,15,Corporate event / guidance / financing,2025-10-21 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925031431/amtx20251021_8k.htm,Pass,8-K,2025-10-21,15,https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925031431/amtx20251021_8k.htm,0.589923,0.59,1645000.0,1645000.0,2788500.0,2788500.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925025271/amtx20250630_10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/738214/000143774925025271/amtx20250630_10q.htm,53.0,<1q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925025271/amtx20250630_10q.htm,Pass,True,2025-03-14 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925007779/amtx20241129_s8.htm,Pass (Offering),S-8; 424B5; S-3/A,,S-8,2025-03-14,236,https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925007779/amtx20241129_s8.htm,2025-03-14 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925007779/amtx20241129_s8.htm; 2025-02-12 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925003485/amtx20241129_424b5.htm; 2025-02-04 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925002740/amtx20241129_s3a.htm,2025-04-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925010522/amtx20241125_def14a.htm,Pass,DEF 14A,2025-04-02,217,https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925010522/amtx20241125_def14a.htm,2025-04-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925010522/amtx20241125_def14a.htm,2025-04-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/738214/000143774925010522/amtx20241125_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
AMWL,American Well Corporation,Healthcare,0001393584,6.91,80760890.0,88903.05,10-Q,2025-11-04,1,Earnings/Financial update,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000119312525264718/amwl-20250930.htm,Pass,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000119312525264718/amwl-20250930.htm,12.401004,12.4,200888000.0,200888000.0,16199333.333333,16199333.33,interim,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000119312525264718/amwl-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1393584/000119312525264718/amwl-20250930.htm,1116.0,>12q,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000119312525264718/amwl-20250930.htm,Pass,True,2025-02-28 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095010325002746/dp225482_s8.htm,Overhang (S-8),S-8,,S-8,2025-02-28,250,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095010325002746/dp225482_s8.htm,2025-02-28 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095010325002746/dp225482_s8.htm; 2024-11-04 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095010324015853/dp220265_s8.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095017025057290/amwl-20250422.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095017025057290/amwl-20250422.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095017025057290/amwl-20250422.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1393584/000095017025057290/amwl-20250422.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ANNX,"Annexon, Inc.",Healthcare,0001528115,2.21,330745955.0,1901897.3,10-Q,2025-08-14,83,Earnings/Financial update,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000095017025108869/annx-20250630.htm,Pass,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000095017025108869/annx-20250630.htm,3.002247,3.0,132288000.0,132288000.0,44063000.0,44063000.0,interim,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000095017025108869/annx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1528115/000095017025108869/annx-20250630.htm,270.0,3-6q,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000095017025108869/annx-20250630.htm,Pass,True,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000119312525044233/d889909ds8.htm,Overhang (S-8),S-8,,S-8,2025-03-03,247,https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000119312525044233/d889909ds8.htm,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000119312525044233/d889909ds8.htm; 2024-12-19 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000119312524282050/d900991ds8.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000114036125015175/ny20043084x1_def14a.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000114036125015175/ny20043084x1_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000114036125015175/ny20043084x1_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1528115/000114036125015175/ny20043084x1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ANTX,"AN2 Therapeutics, Inc.",Healthcare,0001880438,1.19,31151828.0,66314.3,10-Q,2025-08-12,85,Earnings/Financial update,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025107301/antx-20250630.htm,Pass,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025107301/antx-20250630.htm,1.999671,2.0,18220000.0,18220000.0,9111500.0,9111500.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025107301/antx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1880438/000095017025107301/antx-20250630.htm,180.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025107301/antx-20250630.htm,Pass,True,2025-03-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025044432/antx-20250325.htm,Overhang (S-8),S-8,,S-8,2025-03-25,225,https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025044432/antx-20250325.htm,2025-03-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025044432/antx-20250325.htm,2025-04-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025052852/antx-20250410.htm,Pass,DEF 14A,2025-04-10,209,https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025052852/antx-20250410.htm,2025-04-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025052852/antx-20250410.htm,2025-04-10 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1880438/000095017025052852/antx-20250410.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ANVS,"Annovis Bio, Inc.",Healthcare,0001477845,2.35,37417688.0,1417922.5,8-K,2025-10-28,8,TBD,2025-10-28 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925103254/tm2529544d2_8k.htm,Pass,8-K,2025-10-28,8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925103254/tm2529544d2_8k.htm,2.594505,2.59,17130286.0,17130286.0,6602526.5,6602526.5,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000155837025011233/anvs-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1477845/000155837025011233/anvs-20250630x10q.htm,233.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000155837025011233/anvs-20250630x10q.htm,Pass,True,2025-10-28 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925103093/tm2529544-1_424b5.htm,Pass (Offering),424B5,,424B5,2025-10-28,8,https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925103093/tm2529544-1_424b5.htm,2025-10-28 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925103093/tm2529544-1_424b5.htm; 2025-10-14 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925099237/tm2528502-1_424b5.htm; 2025-02-04 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925008809/tm254033-2_424b5.htm; 2025-02-03 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925008278/tm254033-1_424b5.htm; 2024-12-11 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465924127434/tm2430444-1_424b5.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925042679/tm252538d1_def14a.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925042679/tm252538d1_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925042679/tm252538d1_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1477845/000110465925042679/tm252538d1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ARAY,Accuray Incorporated,Healthcare,0001138723,1.55,158838615.0,993613.05,S-8,2025-10-31,5,TBD,2025-09-19 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525209044/aray-20250919.htm,Pass,8-K,2025-09-19,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525209044/aray-20250919.htm,,,57416000.0,57416000.0,0.0,0.0,,2025-08-28 10-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525191242/aray-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1138723/000119312525191242/aray-20250630.htm,,,,,,,Missing,True,2025-10-31 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525260707/aray-20251030.htm,Pass (Offering),S-8; 424B3; S-3,,S-8,2025-10-31,5,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525260707/aray-20251030.htm,2025-10-31 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525260707/aray-20251030.htm; 2025-09-02 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095010325011114/dp233615_424b3.htm; 2025-07-28 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095010325009333/dp232003_s3.htm; 2024-11-26 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024131021/form_s-8_11.26.24.htm,2025-10-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036125036983/ny20050810x1_def14a.htm,Pass,DEF 14A,2025-10-01,35,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036125036983/ny20050810x1_def14a.htm,2025-10-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036125036983/ny20050810x1_def14a.htm; 2024-10-04 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036124042873/ny20031418x1_def14a.htm,2025-10-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036125036983/ny20050810x1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
ASLE,AerSale Corporation,Industrials,0001754170,8.41,341532847.0,270140.6,8-K,2025-08-12,85,Corporate event / guidance / financing,2025-08-12 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025011248/asle-20250806x8k.htm,Pass,8-K,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025011248/asle-20250806x8k.htm,0.451879,0.45,5747000.0,5747000.0,12718000.0,12718000.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025010799/asle-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1754170/000155837025010799/asle-20250630x10q.htm,40.0,<1q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025010799/asle-20250630x10q.htm,Pass,True,2025-07-08 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025009131/asle-20250708xs8.htm,Overhang (S-8),S-8,,S-8,2025-07-08,120,https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025009131/asle-20250708xs8.htm,2025-07-08 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000155837025009131/asle-20250708xs8.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000095017025058005/asle-20250424.htm,Pass,DEF 14A,2025-04-24,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000095017025058005/asle-20250424.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000095017025058005/asle-20250424.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1754170/000095017025058005/asle-20250424.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
